"","Independence Day","The Patriot","The Day After Tomorrow","Pirates of the Caribbean: The Curse of the Black Pearl","Pretty Woman","Forrest Gump","The Green Mile","Con Air","Twister","Sweet Home Alabama","Pearl Harbor","Armageddon","The Rock","What Women Want","Bruce Almighty","Oceans Eleven","The Bourne Identity","The Italian Job","I Robot","American Beauty","How to Lose a Guy in 10 Days","Lethal Weapon 4","Shrek 2","Lost in Translation","Top Gun","Pulp Fiction","Gone in 60 Seconds","The Sixth Sense","Lord of the Rings: The Two Towers","Men of Honor","Gladiator","Lord of the Rings: The Fellowship of the Ring","Sister Act","Double Jeopardy","Two Weeks Notice","Troy","The Royal Tenenbaums","National Treasure","50 First Dates","Indiana Jones and the Last Crusade","My Big Fat Greek Wedding","Mystic River","Titanic","Dirty Dancing","Catch Me If You Can","Finding Nemo (Widescreen)","The Matrix","Kill Bill: Vol. 1","The Wedding Planner","The Shawshank Redemption Special Edition","The Last Samurai","John Q","Swordfish","The Bourne Supremacy","The Terminal","Men in Black II","Spider-Man 2","Braveheart","Men in Black","Ghost","Air Force One","Lord of the Rings: The Return of the King","Man on Fire","The Incredibles","Mr Deeds","Collateral","Spider-Man","Saving Private Ryan","Erin Brockovich","Monsters Inc.","Shrek (Full-screen)","The Silence of the Lambs","Memento","Tomb Raider","Ferris Buellers Day Off","Maid in Manhattan","Entrapment","Meet the Parents","Dodgeball A True Underdog Story","Rain Man","Patch Adams","Big Fish","Fight Club","S.W.A.T.","Good Will Hunting","A Few Good Men","Enemy of the State","The Generals Daughter","Minority Report","Somethings Gotta Give","Raiders of the Lost Ark","Anger Management","Sideways","Kill Bill: Vol. 2","American Pie","The Fast and the Furious","The School of Rock","Napoleon Dynamite","The Notebook"
"7649",4,4,4,5,4,4,5,4,4,4,4,4,5,3,3,4,4,4,4,5,3.8,4.25,5,3,4,5,3,5,5,4,5,5,4,4.14285714285714,3.8,5,4,4,4,5,4,4,5,4,4,5,5,4,4,5,4,4.14285714285714,4,5,4.35714285714286,3,5,4,4,4,4,4,4,5,3,3,5,5,4,4,5,5,5,4,5,4,4,3,4,4.35714285714286,5,5,4,4.25,4.35714285714286,4,4,4,4,4,5,3.77777777777778,3,5,4,4,3.77777777777778,4,4.35714285714286
"7650",5,5,4,5,5,5,5,5,5,2,5,5,4,5,5,5,5,4,2,3,3,5,5,3.63636363636364,4,4.03571428571429,5,5,5,5,5,5,5,5,4,5,3.75,5,1,5,5,4.17647058823529,5,4,3,5,4,1,3,4,4,2,3,5,5,4,5,4,5,4,4,5,5,5,3,1,5,4,5,4,4,4,1,3,3.75,3,4,4,5,3,4,1,3,2,5,5,4.03571428571429,4,1,5,4,4,3,1,2,5,3.75,2,5
"7651",4,4,3,4,4,5,4,3,3,3,4,4,4,3,4,3,3,4,4,4,3,4,5,3.5,3,5,4,4,4,4,4,4,3,4,4,4.16666666666667,2,4.16666666666667,4,5,4,4,4,4,4,5,4,4,3,5,3.75,4,4,4,4,4,4,4,4,4,3,5,4,4.75,3,4,4,4,4,4,5,5,4,3,5,3,4,4,4,4.14285714285714,4,4.14285714285714,4,4,4,4,4,4,3,3.5,5,3,4.14285714285714,3.75,4,3,3.55555555555556,3.55555555555556,4.14285714285714
"7652",4,4,4,5,3,3,5,3,2,4,4,4,4,4,5,4,4,5,5,4,4,3.69230769230769,4,1,3.69230769230769,3,3.69230769230769,3,4,4,4,4,2,3.375,5,5,1,5,4,5,5,1,3,3.63636363636364,3,3,3,4,3,3,3,3,3,4,3.5,3,4,4,3,5,4,4,4,4.25,4,3,4,3,4,5,5,4,3,4,3.66666666666667,3,4,5,4,3,3,3,3.69230769230769,4,3,4,3,3,3,4,5,3,3.5,5,5,3,4,3.66666666666667,4
"7653",3,4,3,5,4,5,4,4,4,4,3,3,4,5,3,5,4,4,4,3,4,4,5,2,4,4,3,5,5,3,4,5,3,3,4,4,3,4,4,3,3,3,3,3,3,5,5,3,4,4,4,3,4,4,4,4,5,5,5,4,3,4,3,4,3,3,4,4,3,5,5,5,3,4,4,3,3,3,3,5,3,3,4,3,3,4,4,3,4,3,5,3,3.70588235294118,3,3,3,3,3.1,4
"7654",5,5,4,4,5,4,4,4,5,5,4,3,5,5,4,4,5,5,5,4,5,5,4.5,2,5,2,5,5,4,5,4,4,4,5,4,5,3,5,5,5,5,5,5,4,4,4.5,5,5,5,4.57142857142857,5,4,5,5,5,4,5,5,5,5,4,5,5,4.5,5,5,4,4.55172413793103,5,4.5,4.5,5,4.5,5,4.2,5,4,4,5,4.57142857142857,4.57142857142857,4,4,5,4.57142857142857,5,5,4,4,4,4.53846153846154,4,3,5,5,4,4,4,5
"7655",5,4,3,5,4,4,5,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,5,5,4,4,5,3,3,3,3,2,4,3,4,4,3,5,2,3,4,5,4,3,4,4,3,4,4,3,3,5,4,5,5,4,5,3,5,3,3,4,5,3,4,5,3,2,4,4,3,3,3,3,3,3,3,3.72413793103448,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3.70588235294118
"7656",5,4,5,5,5,5,5,4,5,3,4,5,5,3,3,4,5,5,5,2,3,4,3,2,5,5,4,5,5,3,5,5,5,3.42857142857143,3,5,2,5,3,5,4,3,5,5,2,4,5,5,3,5,5,2,3,4,3,4,5,5,5,4,5,5,3,3,3,3,5,3,5,4,4,5,3.42857142857143,4,4,3,3,3,2,5,3,3,3,3,5,5,3,3,3,4,5,3,3,4,1,3,3,2,4
"7657",5,3,4,5,5,5,5,3,5,5,4,5,4,2,4,4,4,4.375,4.375,4.33333333333333,5,4,5,4,4,5,3,5,5,5,5,5,4,5,3,4.81818181818182,4.33333333333333,5,4,5,5,4.33333333333333,5,5,4.81818181818182,5,5,5,3,4.33333333333333,4.375,4.25,4.25,5,4.33333333333333,4.81818181818182,5,5,5,3,4.25,5,5,5,4,4.25,5,4.375,4.33333333333333,5,5,5,4.25,3,5,4,4,3,4,3,3,4.33333333333333,5,4,4.33333333333333,4.33333333333333,4.375,3,4.375,4.09090909090909,5,5,4.33333333333333,5,5,4,4.33333333333333,5,5
"7658",4,4,3,5,5,5,5,4,2,4,3,4,4,3,3,2,3,2,3.26086956521739,4,3,3,5,3,4,3.26086956521739,3,4,4,3,3,4,2.75,4,4,3.8,2.75,3.8,4,3,3,4,5,5,4,5,3.26086956521739,3,3,3,4,3,2,3.26086956521739,3,3.8,3.8,3,2,4,4,5,3.26086956521739,4.75,2.75,3.28571428571429,4,4,4,4,5,4,3.28571428571429,2,2,3,3,3,2.75,4,3.84615384615385,3.84615384615385,3.26086956521739,3,3.84615384615385,3,4,3,2,4,5,2.75,3.84615384615385,3,2.75,3.26086956521739,3,2.75,3.84615384615385
"7659",5,5,4,5,4,5,5,5,3,3,3,5,4,2,5,5,5,4,5,2,4,3,3,4,2,5,4.37931034482759,5,5,5,4,5,4,4,4,4,4,5,5,4,5,5,5,5,4,3,5,5,4,5,5,5,4,5,4,5,4.61538461538461,4,5,5,4,5,5,3,5,5,3,4,4.25,3,3,5,4.42857142857143,5,2,4,4,5,5,5,2,5,4,4,3,4.25,4,4.42857142857143,5,4,5,5,3,5,2,4,4,4.1,5
"7660",4,4,4,4,3,5,5,2,3,2,4,4,4,4,4,4,5,2,4,3,2,5,4,3,3,4,4,5,4,4,5,5,3,4,3,2,1,4,4,5,2,3.86666666666667,3,2,4,3,4,4,2,5,4,3,3.66666666666667,5,4,4,4,4,4,3,3.66666666666667,5,4,4,4,4,5,5,5,4,3.75,5,3.66666666666667,3,5,2,3,4,4,3.86666666666667,4,3.86666666666667,4,3.96551724137931,5,5,5,3,4,2.63636363636364,5,3,1,4,5,2,4,2,2
"7661",4,3,2,4,4,5,4,4,3,3,4,4,4,3,3,3.38461538461538,3,4,3.38461538461538,3,3,3,4,4,4,4,2,4,5,3,4,5,3,2,3,4.16666666666667,3,4.16666666666667,3,5,2,3,4,4,4,4,3.38461538461538,3.38461538461538,3,4,4,3,3,2,3,3,4,4,4,3,3,5,3,4,3,3,4,4,3,3,4,4,3,3,5,3.27272727272727,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,3,2,3,3,3,3,1,3.47058823529412
"7662",4,5,3,5,5,4,5,4,4,5,5,4,3,4,1,5,5,4,4,2,4,3.79166666666667,5,1,4,3.79166666666667,3,5,4.23076923076923,4,5,3,3,4,5,3,3.25,5,5,5,5,3.5,4,3,5,5,3,1,4,3.5,2,3,3.28571428571429,5,4,4,5,5,5,3,4,3,4,5,3,3.28571428571429,5,3,3,3,5,3,3,2,3,4,3,4,3.25,2,3,4,3.79166666666667,3.79166666666667,2,5,3.79166666666667,3,3,5,5,5,1,3.79166666666667,3,3,4,3.25,5
"7663",4,5,4,4,5,5,5,4,4,4,5,5,5,4,3,4,4,4,4,3,3.875,4,4,3,5,4,4,5,4,4,5,4,2,4,3.875,4,1,5,4,5,4,4,5,3,4,4,5,4.32142857142857,3.875,5,5,5,3,4,4,4,4,5,4,3,4,4,4,4,4,4,3,5,4.47058823529412,4,4,5,4,4,5,3.875,4,5,4,5,5,4,3,3,5,5,4,4,4,4,5,4,4,4.32142857142857,5,5,4,3,5
"7664",1,1,3,3,3,5,3,3,3,3,1,1,3,2,3,3,2,3,3,4,2.66666666666667,3,3,4,4,5,1,5,5,1,4,5,3,2,2,2,3,3,3,4,1,4,3,3,4,5,5,4,2.66666666666667,5,2,1,1,5,3,1,4,5,4,3,2,4,3,4,1,3,4,5,4,5,3,5,4,1,5,2.66666666666667,3,3,3,5,1,3,4,3,5,5,2,3,4,3,4,1,4,4,3,3,5,3,2
"7665",5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,5,5,5,4,4,3,5,3,5,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,5,3,5,5,5,5,5,5,4,4,3,5,3,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,5,3,2,4,4.6875,5,3,4,4,5,5,4,4.6875,5,4,5,5,1,5
"7666",5,5,4,4,4,5,4,5,4,2,3,5,5,4,4,4,4,4,4,3,3.22222222222222,5,5,2,5,5,4,5,5,4,5,5,3,3,2,4,3.7,4,4,5,3,4,4,4,3,5,5,3,3.22222222222222,5,4,4,4,5,3,3,4,5,4,4,5,5,4,4,4,4,4,5,4,3,5,4,3,3,4,3.22222222222222,4,4,4,4,3,3,3,4,5,5,4,4,3,4,5,3,3,4,5,3,3,3,4
"7667",5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,4,3,5,4,4,4.11111111111111,5,5,4.11111111111111,4,4,5,5,5,4.66666666666667,4,5,5,4,4,4,2,5,5,5,4,5,4,4.11111111111111,4,4,4,4,4,4.66666666666667,4.28571428571429,4.4,4,3,5,3,5,5,5,3,5,5,5,5,4,4.4,4,4,5,4,5,5,4.4,3,4,2,4,3.8,4,5,5,4,2,5,5,5,3,4.4,4.28571428571429,5,5,4,4.66666666666667,5,4,4,4,3,5
"7668",3,5,3,5,3,5,5,3,3,5,4,5,4,4,4,5,4,5,4,5,5,4,4.5,4,5,1,3,5,4,1,5,4,3,4,3,4,5,5,4,5,5,5,4,5,5,5,4,3,3,5,3,3.85714285714286,3,4,4,4,5,5,3,5,4,4,5,4.5,2,4,5,5,1,4.5,4,3,3.85714285714286,3,5,3,5,5,3,5,4,5,4,3.85714285714286,5,5,4,4,4,4,5,3,4,3.85714285714286,3.8,1,4,4,2
"7669",4,4,5,4,5,5,5,5,5,5,5,5,3,5,5,4,4.27272727272727,5,4,3,5,3,5,4.45454545454545,4,4.27272727272727,5,5,5,5,5,5,4,5,5,4.6,3.5,5,5,4.6,4,4.46666666666667,4,5,4.6,5,4,4.27272727272727,3,5,4.27272727272727,3.4,1,4.27272727272727,4,5,4,5,5,5,3,5,5,5,4,3.4,4,4.27272727272727,5,5,5,4,3.4,4,3,2,4,2,3.5,4,4,4.46666666666667,4.27272727272727,4,5,3,2,3.4,3,5,4.6,3.5,4.46666666666667,4.27272727272727,4,5,4,2,5
"7670",4,3,3,3,4,5,4,4,3,3,4,4,5,4,3,3,3,3,3,3.8125,3,2,4,3,4,5,4,4,5,3,5,5,4,3,3,4,3.66666666666667,3,4,4,4,3.8125,4,4,3,5,5,4,3,4,4,4,5,3,4,3,3,5,4,3,4,4,3,4,3.66666666666667,4,4,5,3,5,4,4,5,4,4,3,4,4,3,4,3,4,4,3,4,5,4,3,4,4,5,3,3,4,4,3,4,4,3
"7671",3,4,2,1,5,5,5,3,3,2,3,3,3,3,1.8,3.30434782608696,3.30434782608696,4,3.30434782608696,5,2,3.30434782608696,4,3.2,4,4,2,3,3,3,5,3,3,3.2,3,3,1.8,4,4,3,3.2,3,5,3,4,4.66666666666667,3,4,4,5,3,3,3,3,4.1875,3,4,5,2,4,4,3,4,5,1.8,3,3,3,5,4.66666666666667,5,3.2,3.2,3,3,2,3.2,1,1.8,4,3,3,3.30434782608696,3.30434782608696,4,4,3,3,3,4,3,1,4,4,1,3.30434782608696,1.8,1.8,4.1875
"7672",5,5,5,5,5,5,5,4,5,3,5,5,5,4,4,3,4,5,4,4,5,5,5,4,5,4.24137931034483,2,5,5,3,5,2,4,4,4,4,2,4,5,5,4,4,5,5,4,5,5,4,2,5,4,3,2,4,5,2,4,5,5,5,5,4,4,5,2,4,4,4,5,5,5,5,1,4,5,3,3.25,4,5,5,4,2,3,4,5,4,5,2,3,4,5,3,4.47058823529412,3,5,3,3,3,5
"7673",4,3,3,2,4,5,3,3,2,1,3,1,4,3,3,2,4,3.24,4,4,3,1,4,4,4,4,2,4,1,2,3,1,4,2,2,3,3.5,2.83333333333333,4,5,4,4,5,3,4,3,5,3.24,3,5,4,2.8,2.8,3.24,4,2,3,4,3,5,2.8,2.83333333333333,4,4,2,2.8,4,3,2,3,4,4,3,1,4,2,3,3,3.5,4,3,3,4,3.24,3,4,5,2,4,3,5,3.5,3.76470588235294,3.24,5,1,3,4,4
"7674",4,4,3,5,4,5,4,3,4,3,4,4,4,3,4,4,4,4,4,4.07692307692308,4,4,5,2,4,4,4,4,5,4,4,5,3,4,3,3,3.33333333333333,4,4,5,4,4.07692307692308,4,4,4,5,5,5,3.4,5,4,3,3,4,3,4,4,4,4,4,4,5,4,4,3.33333333333333,4,4,4,4.07692307692308,4,5,4,3,3,4,3,4,3,3,4,4.07692307692308,4,4,4,4,4,4,4,4,3.4,5,3,4.07692307692308,5,3,4,4,3,4
"7675",4,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,3,4.41176470588235,4.41176470588235,4,5,4.41176470588235,5,4.6,5,5,5,5,5,5,4.41176470588235,5,3,5,5,5,3,5,5,5,5,4.625,4,5,4,5,4.41176470588235,4.41176470588235,4,5,4.41176470588235,5,5,4.41176470588235,4,3,3,5,4,5,5,5,4.41176470588235,5,4,5,5,3,5,5,5,5,5,4.53846153846154,5,3,5,5,5,3,4,5,5,4.41176470588235,5,5,4.41176470588235,5,4.41176470588235,4.6,5,4,4.625,4.41176470588235,5,3,4,4.3,5
"7676",3,5,2,4,5,5,5,3,3,2,5,5,5,4,5,4,5,5,4,5,3,5,5,1,5,5,4,5,2,5,5,4,3,5,4,5,4,5,4,3,3.27272727272727,5,3,3,3,5,5,1,2,5,5,5,5,5,4,3,3.63636363636364,5,3,4,3,3.63636363636364,5,4.5,5,5,5,5,3,5,3,5,5,3,2,5,4,2,1,4,5,1,3,5,4,5,5,5,4,3,3.63636363636364,2,4,4,2.88888888888889,2,2,2.88888888888889,5
"7677",5,5,5,5,5,5,5,5,3,5,4,5,4,5,4,4,4,5,5,3,5,5,5,2,5,4,4,5,5,5,4,5,4,5,4,4,3,5,5,5,2,4,5,5,4,5,4,3,5,5,5,4,4,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4.14285714285714,5,4,5,4.14285714285714,5,5,4.23529411764706,4,3,3,4,3,4,4,3,5,3,5,4,3,4,5,4,4,3,5
"7678",3,3,3,4,3,4,5,4,3,4,3,4,4,3,3,4,4,3,3,3,3,3.61538461538462,4,3.11111111111111,3,4,2,5,4,4,5,4,2.625,3.5,2,3,2.625,4,3,4,4,4,4,3.11111111111111,3,4,4,4,3,5,3,3,2,4,3,3.72727272727273,3,5,4,3,4,4,4,4,3,3,3.72727272727273,5,3,4,5,5,3.5,3.72727272727273,3,3,3.5,4,2,4,3,4,4,3,5,4,3.61538461538462,4,3,3.11111111111111,4,2,3.94117647058824,3.61538461538462,1,3.61538461538462,2.625,3,4
"7679",4,3,3,5,4,5,5,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3.44444444444444,4,3.54545454545455,4,3,3,5,5,3.85714285714286,4,5,3,3,4,4,2,3,4,3,5,3.85714285714286,4,4,4,5,5,3,3,5,4,3.14285714285714,3.14285714285714,3,3,4,2,4,5,5,4,5,3.44444444444444,4,3,3,3,4,4,5,5,4,2,3,2,3,3,4,3,3.85714285714286,3,3,3.44444444444444,3,3,4,4,3,3,3,4,4,3,3,3,3,3.11111111111111,3.11111111111111,3.85714285714286
"7680",5,3,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,3.78947368421053,3,4.06666666666667,5,3.78947368421053,4,4.18181818181818,5,3.78947368421053,3.78947368421053,3,5,4.06666666666667,2,5,3,3,4,4,3.22222222222222,4,4,4,5,2,5,5,4,5,3,3.78947368421053,3,4,4,3,3,3.78947368421053,4,4.3,4.3,4,3,5,3,5,2,4,3,3,4.3,4,4,4,4,3,3,4.3,3,4,3,4,2,5,4,3,3.78947368421053,3.78947368421053,3,4,3,3,3.78947368421053,4,4,3,4.06666666666667,3.78947368421053,3.22222222222222,3.78947368421053,3,4,5
"7681",4,2,3,4,4,4,5,3,4,2,4,3,3,3,3,4,4,4,3.74074074074074,4,3,4,5,3.25,4,4,4,5,4,4,4,4,4,3,3.25,3,3,3.84615384615385,4,5,3,4,4,4,3,5,4,4,3,5,3.74074074074074,4,4,4,3,2,4,5,4,5,5,5,3.74074074074074,5,3,3,4,5,4,5,4,5,3,3,4,3.25,3.875,4,4,4,5,4.1875,3,3,4,4,4,4,4,3.25,5,4,3,4,4,3,3.5,2,4.1875
"7682",4,3,5,5,5,5,5,3,3,4,4,3,4,3,3,5,5,2,3.76923076923077,5,5,4,5,1,4,3,3,4,5,4,4,5,5,4,3,4,1,5,5,4,3,5,5,4,4,4,5,3,4,5,3.76923076923077,4,4,5,4,3,4,4,4,5,4,5,3,5,4,4,4,3,5,5,5,5,4,4,3,4,3,4,3,3,5,3,5,4,4,4,3,4,3.76923076923077,5,4.30769230769231,4,2,3.76923076923077,4,4,4,4,5
"7683",5,4,3,5,2,5,5,5,4,4,5,5,5,4,4,4,4.24137931034483,4,5,3,3,3,4,3,4,4,5,4,5,5,5,5,3,4,3,5,4,5,5,5,5,4,3,3,4,4,4,5,4,5,4,4,5,4,4.07142857142857,2,4,5,3,2,4,5,4,5,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4.07142857142857,4.07142857142857,5,4,4,3,5,4,4.07142857142857,5,4,3,4,5,4
"7684",4,4,3,5,3,5,4,3,3,3,3,3,4,4,4,5,4,5,3.89655172413793,5,3.4,3,4,4,4,5,2,4,4,5,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3.4,5,4,4,4,4,3,3,3,5,4,4,4,4,4,4,4,4,3,5,3,4,4,5,4,3,4,3,4,4,4,4,4,3,5,4,5,5,4,4,4,4,5,3,4,5,3,3,5,4,4
"7685",4,4,3,4,3,5,4,3,4,3,5,4,4,3,4,3,3,2,4,5,3,3,5,4,4,5,3,5,5,4,5,5,3,3,3,5,3,4,3,4,4,3,2,3,3,4,5,5,3,4,5,3,3,4,3,3,5,5,4,3,3,5,4,5,2,4,5,5,4,4,5,5,4,2,2,3,3,4,3,4,3,5,5,3,4,4,3,3,4,5,5,4,4,5,4,2,3,4,3.88235294117647
"7686",4,4,3,4,4,4,4,4,3,3,4,3,4,3,3,5,4,4,3,5,4,5,4,4,4,4,3.92857142857143,5,4,4.06666666666667,4,4,3.5,3,3.42857142857143,4,3,3,3.42857142857143,5,3,4,4,3,3,4,4,4,3.42857142857143,5,3,3.71428571428571,4,4,4,4,4,4,4,3,3.71428571428571,4,4,4,3.5,4,3,5,4.06666666666667,4,4,5,3,3.92307692307692,4,3.42857142857143,3,3,4,4,3,4,3.92857142857143,4,4.06666666666667,4,5,4,3,3.42857142857143,5,3,5,4,5,3,3,3.5,4
"7687",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.63636363636364,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,4,4,5,5,3,5,5,4,4,5,5,5,5,1,5,5,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,4.6875,5,4.57142857142857,4,5,4.6875,4.57142857142857,4.75,4,5,5,5,1,4,5,3,5,1,5
"7688",4,4,3,5,4,5,5,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4.10714285714286,5,5,4.45454545454545,5,4,4,4,4,4,2,4,4,5,5,4.45454545454545,4.45454545454545,4,4,5,5,4,4,4,4,4,4,4,5,5,4,5,5,4,4,5,5,5,3,4.14285714285714,4,5,4.45454545454545,5,5,5,4,5,5,4,4,4,3.33333333333333,5,4.45454545454545,4,4,3,5,4.45454545454545,4,4.14285714285714,4,3,5,3,3,3,3.33333333333333,4.10714285714286,3,2,4.45454545454545
"7689",5,5,4,5,5,5,4,4,5,4,5,4,5,4,4,4,4,4,3,4.25,4,4,5,4.1,5,4.33333333333333,5,5,4.8,4,5,4.8,4,4,4.1,4,4.125,5,4,5,4,4.25,5,4,4,5,4,4.33333333333333,4,4.25,4.33333333333333,4,4,3,3,5,5,4,5,5,4,4.8,4,4,4.125,4,5,5,4.25,5,5,4,4,4.8,5,4,4,4,4,4,4.25,4.25,4.33333333333333,4,4.25,4.25,4.33333333333333,4,4,4,5,4,4.25,4.33333333333333,5,4,3,4.125,4.25
"7690",5,5,2,5,5,4,5,3,5,4,4,4,5,4,3,5,4,4,3,2,4,4,4,3.90909090909091,5,1,4,4,4,5,5,4,4,4,2,4,1,5,3,5,4,4,5,4,4,5,5,4.08,5,4,5,4,4,4,4,4.33333333333333,4,5,4,5,5,5,4,5,2.83333333333333,4.125,3,5,5,4,4,4,4,4.33333333333333,3,4,4,4,2.83333333333333,5,4,4.3125,4.08,4.08,5,4,4,4,3,4,5,2,3,4.08,2.83333333333333,4.08,2.83333333333333,2.83333333333333,4.3125
"7691",4,3,3,5,4,4,5,3,3,4,4,3,3,3,3,3,2,5,3,3,3.45454545454545,2,4,3,3,2,3,5,4,4,3,4,3,4,4,4,2,2,3,3.6,4,2,3.84615384615385,3,3,5,4,2,4,4,3,2,3,4,5,3,3.6,3,3.6,4,2.66666666666667,4,3,2,3,3,3,4,3.84615384615385,4,4,2.66666666666667,1,3.6,3.22222222222222,3,2.66666666666667,5,4,3.84615384615385,4,3,3,2,3.84615384615385,3.84615384615385,3,3,1,3,4,2,4,2,3.22222222222222,2,3,4,5
"7692",3,4,2,4,4,4,4,2,2,2,3,3,3,3,2,3,3,3,3,4,2,2,4.33333333333333,4,4,4,3,4,5,4,3,5,2,2,3,2,3,2,3,4,4,3.46153846153846,3.46153846153846,3,4,5,3,4,2,4,3,2.42857142857143,3,2,3.46153846153846,2,2,2,3,3,2,5,2.96428571428571,4.33333333333333,2.42857142857143,2.42857142857143,3,4,3,4,4,4,3,3,3,3,1,2.42857142857143,2.42857142857143,4,3,3.46153846153846,2.96428571428571,2,3,4,2,2,3,3,3,2,3,3,3,3,2.42857142857143,2,3.46153846153846
"7693",4,5,3,5,5,5,5,2,5,3,5,4,3,3,3,3,3.6,3,3.6,4.33333333333333,3.8,3,4,3.8,4,3,2,5,3.8,5,4,3.8,4,5,3.8,4,3.28571428571429,3,4,4,4,3,4,3.8,4,4,3.6,3.6,3.8,3,3.6,4,3,3.6,4.33333333333333,3.8,3,5,3.8,5,3.85714285714286,2,3.6,4,4,3.85714285714286,5,5,4,5,5,4,4,3,2,3.8,3,3.28571428571429,4,4,4.33333333333333,4.33333333333333,3.6,2,4.33333333333333,4,3,4,4,3.8,5,3.28571428571429,4.33333333333333,3.6,3.28571428571429,3.6,3,3,5
"7694",3,4,5,3,3,4,4,4,2,4,4,4,4,3,4,4,5,4,3,4,5,5,4,3.63636363636364,5,4,3,4,5,4,5,5,4.22222222222222,3,4,5,1,4,4,4,3,3.28571428571429,1,4,4,4,4,4,3,4,5,4,3,5,3,4.09090909090909,4.09090909090909,3,2,3,5,5,4,5,5,5,4,5,3,3,4,4,3,4.09090909090909,5,3,3,5,5,3.28571428571429,3,4,3,4,2,4,2,3,4,4,4,5,3.28571428571429,4,5,4,3,4.22222222222222,3.28571428571429
"7695",3,4,3,5,3,4,5,3,4,2,3,4,3,4,4,5,2,3.88888888888889,5,5,3,3,5,2,3.88888888888889,5,5,5,5,4,5,5,3,2,2,3,5,4,5,5,3,4,4,4,4.38461538461539,5,5,4,2,5,4,3,2,4,5,3,5,5,5,4,3,5,3.88888888888889,5,3,3.375,4,5,3,5,5,5,5,3,4,2,2,5,5,5,2,5,5,3,5,2,4,5,4,2.90909090909091,5,4,3,4,5,1,4,5,4.11764705882353
"7696",5,5,4,5,4,5,5,5,4,4,2,5,5,3,5,5,4,5,4,5,3,4,5,3,5,5,3,4,5,5,5,5,4,4,3,4,1,5,3,4,3,3,4,3,4,4,5,4,2,5,5,3,4,4,4,3,5,5,5,4,4,5,3,5,4,4,4,5,5,4,5,4,5,3,4,3,5,4,2,3,3,3,4,3,5,5,4,4,3,3,5,3,3,5,5,3,4,3,5
"7697",5,5,3,5,2,4,5,3,4,3,4,5,4,4,4,4.23809523809524,4.23809523809524,4.23809523809524,5,4,4,5,5,3.27272727272727,4,4.23809523809524,4,5,4.2,3,5,4.2,2,2.8,3,3,2,4,4,4.2,4,4,4,3,5,4,5,4.23809523809524,3,4,5,2,2.8,2,5,4,4.2,5,5,5,4,4,5,3,2,4,4,5,2,4.25,5,1,2.8,3,3,3,2.8,2.625,2,5,4,3,3,4.23809523809524,5,4,4.23809523809524,3,4.23809523809524,3,5,2,2,4.23809523809524,4,3,2.625,2.625,4
"7698",3,3,3,4,3,4,3,2,3,2,3,2,3,3,3.57142857142857,3,4,3,3.38461538461538,4,3,3.38461538461538,5,5,3.38461538461538,5,3,3,4,3.66666666666667,4,4,3.57142857142857,2,3,4,4,3.63636363636364,3,3,3,3.66666666666667,4,2,4,5,4,5,3,4,4,3.4,3,4,3.66666666666667,3.63636363636364,4,4,3,3,3.4,4,4,5,3,4,3,4,3,5,5,5,3,3,5,3,3.4,3,3.57142857142857,3.66666666666667,3.66666666666667,4,4,3,4,3,2,3.4,3,3,3.63636363636364,3.57142857142857,4,4,4,3.38461538461538,3,3,3.66666666666667
"7699",5,4,4,4,4,3,4,4,4,3,4,5,4,4,4,5,4,4,4,4,3,3,3,3.22222222222222,5,2,4,5,5,4,5,5,3.42857142857143,3.375,3,5,3.42857142857143,5,3,4,3.22222222222222,4,4,4,4,3,5,3,2,4,5,3,4,4,4,3,5,5,3,3,3,5,3,4,3,4,4,5,3.76470588235294,3,4,4,1,3,5,3.22222222222222,4,3.42857142857143,2,4,4,4,4.10714285714286,4,4,4,4,4,3,3,4,3,2,4.10714285714286,4,4,3,3.42857142857143,3
